singers,lyric,title
Mỹ Tâm,Bài hát: Sài Gòn Trong Tim Tôi - Mỹ Tâm  Khi xa Sài Gòn lòng tôi bổng nhớ Những con đường thân *** Khi xa Sài Gòn lòng tôi bổng nhớ Nhớ những chiều bên em Sài Gòn chiều mưa ai đưa em về Đọng lại trong tôi bâng khuâng dáng xưa  Sài Gòn của tôi con tim bồi hồi Một thời để yêu một thời để nhớ Sài Gòn ơi Sài Gòn Mỗi lúc đi xa lòng càng thương nhớ ơ hờ Sài Gòn ơi Sài Gòn Đôi mắt ai chờ bồi hồi vương vấn tim tôi Sài Gòn ơi Sài Gòn Mỗi lúc đi xa lòng càng thương nhớ ơ hờ Sài Gòn ơi Sài Gòn Đôi mắt ai chờ bồi hồi vương vấn tim tôi  Khi xa Sài Gòn lòng tôi bổng nhớ Những con đường thân *** Khi xa Sài Gòn lòng tôi bổng nhớ Nhớ những chiều bên em Sài Gòn chờ ai bên ly chanh đường Một cà phê *** bâng khuâng tiếng xưa Sài Gòn chiều mưa lênh đênh phận người Kỷ niệm đầy vơi người ơi có nhớ ,Sài Gòn Trong Tim Tôi
Mỹ Tâm,Bài Hát: Nhịp Đập Dại Khờ - Mỹ Tâm  Tình yêu bỗng khát cháy khi ta gần nhau Từ khi anh đến ấm êm bên đời trái tim em cuồng say hỡi người ơi! Bao lần em mơ đôi ta yêu nhau mãi mãi không dời Dù ra sao tình em vẫn sẽ như ngày đầu.  Giờ xa cách xác thân đi về đâu Tình yêu em chỉ hiến dâng cho người biết đâu mang niềm đau Và người xa mãi xa mãi như là chiêm bao Trôi qua trong em để cứ thẫn thờ.  Dại khờ kia dành cho em chỉ còn lại nỗi đau mà thôi Rồi những đêm dài em khóc khi trong phút giây Đôi ta chia tay để anh theo người Tình nay đã tan vỡ còn đâu nữa chỉ là thế thôi.  Giọt nước mắt còn rơi mãi hay đã héo khô Khi chia tay em đã trao một lời Mình anh thôi và mình anh thôi Làm tim em cháy lên tình yêu nồng nàn.  Kỷ niệm xưa đôi ta nay đã cố quên đi thật rồi Mà giờ em không quên được người Tình anh như mãi quanh đây Thời gian như không xóa tan đi.  Hết bao yêu thương với người Để lòng em thêm đau vì người xa mãi (mãi xa) chờ mong Rồi những đêm dài em khóc khi trong phút giây Đôi ta chia tay để anh theo người.  Tình nay đã tan vỡ còn đâu nữa chỉ là thế thôi Giọt nước mắt còn rơi mãi hay đã héo khô Khi chia tay em đã trao một lời Mình anh thôi và mình anh thôi Làm tim em cháy lên tình yêu nồng nàn. ,Nhịp Đập Dại Khờ
Mỹ Tâm,Bài hát: Đêm bình yên - Mỹ Tâm  1. Màn đêm với bóng tối bao quanh đất trời Đời xa mãi như muôn vì sao Ngày vui dẫu có hết qua bao ân tình Đời phục sinh ta sống vui trần gian.  [ĐK 1:] Ngày thiên chúa giáng thế đi qua bao gian nan Thời gian xóa khốn khó cho muôn nơi yên vui Người luôn sống kiếp sống mong cho yên bình Một đêm giáng sinh bình yên.  2. Trời xa vút thắp sáng không gian cao vời Ngàn đời vẫn bên nhau ngày vui Bình minh đến lúc sáng đêm tàn nhân hòa Cùng thời gian kia xóa ưu phiền thôi.  [ĐK 2:] Trời sẽ mãi ấm áp vui trên nhân gian Mừng thiên chúa giáng thế ta hân hoan yên vui ngày sau đã đến mãi luôn cho yên bình Một đêm giáng sinh bình yên Yên vui giáng sinh ,Đêm Bình Yên
Mỹ Tâm,"Bài Hát: Thì Thầm Mùa Xuân - Mỹ Tâm  Từng chồi non xanh mơn man Từng hạt mưa long lanh rơi mùa xuân Và trong ánh mắt lấp lánh Lời yêu thương yêu thương ai ngập ngừng  Mùa xuân đã đến bên em Và mùa xuân đã đến bên anh thì thầm Làn gió khẽ vuốt tóc em Và làn gió nói cùng em nhớ thương  Và em đã biết nói tiếng yêu đầu tiên Và em đã biết thương nhớ biết giận hờn Mùa xuân đã đến bên em trao nụ hôn Và mùa xuân đã trao cho em ánh mắt anh  Để rồi, đắm say Để rồi, ngất ngây!!! ",Thì Thầm Mùa Xuân
Mỹ Tâm,"Bài Hát: Mặt Trời Trong Em - Mỹ Tâm  Ngồi ngắm ánh trăng thở nào Lòng em bỗng thấy nhớ anh nhiều hơn Dẫu tháng năm trôi qua em vẫn ước rằng.  Tình vẫn mãi như thuở nào Nụ hôn sẽ mãi đắm say trong vòng tay Đừng có dối em hỡi người, em vẫn mong chờ.  Đừng khóc để quên nỗi sầu Ngoài kia mưa dứt nắng lên từ lâu Hãy xoá đi kỷ niệm trong em ngày ấy Nắng đã lên cuối ngày.  [ĐK:] Tình chỉ là hư ảo Hãy giữ cho nhau bao nhiêu kỷ niệm Tình nào vội ra đi Mang theo con tim em về nơi ấy Đã biết trước lúc chia tay nhau Mặt trời trong em chợt bừng lên khao khát.  Tình chỉ là cơn gió Gió thổi ngang qua, qua cuộc đời này Tình chỉ là cơn say Say trong đêm nay ngủ vùi trong trí nhớ Hãy đánh thức những giấc mơ trong em Và hãy giữ lấy một trái tim yêu người.  * Mặt trời hãy sáng lên trong em Cho trái tim còn mãi tình yêu Mặt trời hãy cháy lên trong em Cho trái tim xoá tan nỗi buồn. ",Mặt Trời Trong Em
"Mỹ Tâm,Leon,Quang Lê",Tác giả: Đức Huy  Bay đi cánh chim biển hiền lành Chẳng còn giấc mơ nào để giữ đôi chân em Chẳng còn tiếng nói nào để trách cứ em Khi mặt trời đậu trên đôi cánh vỗ  Theo tiếng hát của người thủy thủ Lượn trên sóng vỗ về ghềnh đá chim bay qua Lang thang cánh gió chiều buồn trắng men san hô Đất trời rộng sao em không bến đỗ  Giấc mơ của tôi và cánh chim hải âu Bay ra khỏi tầm tay và tiếng sóng  Em đã muốn ra đi nhiều lần Trời lên tiếng kêu gọi và gió reo tên em Trùng dương vỗ sóng về để đón bước em Quay mặt lại nhìn nhau một lần cuối  Bay đi cánh chim biển hiền lành Chẳng còn giấc mơ nào để giữ đôi chân em Chẳng còn tiếng nói nào để trách cứ em Khi mặt trời đậu trên đôi cánh vỗ  Giấc mơ của tôi và cánh chim hải âu Bay ra khỏi tầm tay và tiếng sóng. ,Bay Đi Cánh Chim Biển
Mỹ Tâm,Bài hát: Nụ Tình - Mỹ Tâm  Tình vẫn vui như nụ hoa em không tàn Tình vẫn êm khi chiều vàng khi nắng xanh Vẫn yêu yêu ngàn năm không chia lìa Còn có nhau nuôi một nụ hoa trắng tinh Nụ hoa trắng không tên mới nở trong em rất hiền Khi tình yêu mơ ước đã sinh ra Nụ hoa sáng lung linh Có tinh anh hoa bỗng xinh Anh về cho hoa trắng thêm trắng trong Em đang nuôi nụ hoa bé trong tim mình Nụ mong manh cần hơi ấm anh Ước gì hoa không phai để em giữ cơn mơ dài Tình yêu trắng sẽ ru nụ hoa còn mãi Tình vẫn vui như nụ hoa em không tàn Tình vẫn êm khi chiều vàng khi nắng xanh Vẫn yêu yêu ngàn năm không chia lìa Còn có nhau nuôi một nụ hoa trắng tinh Mình sẽ yêu cho nụ hoa không u buồn Mình sẽ yêu cho lòng hiền không vấn vương Sẽ yêu yêu ngàn năm không chia lìa Cùng với nhau ươm nụ tình thơm giấc mơ ,Nụ Tình
Mỹ Tâm,"Bài Hát: Thì Thầm Mùa Xuân - Mỹ Tâm  Từng chồi non xanh mơn man Từng hạt mưa long lanh rơi mùa xuân Và trong ánh mắt lấp lánh Lời yêu thương yêu thương ai ngập ngừng  Mùa xuân đã đến bên em Và mùa xuân đã đến bên anh thì thầm Làn gió khẽ vuốt tóc em Và làn gió nói cùng em nhớ thương  Và em đã biết nói tiếng yêu đầu tiên Và em đã biết thương nhớ biết giận hờn Mùa xuân đã đến bên em trao nụ hôn Và mùa xuân đã trao cho em ánh mắt anh  Để rồi, đắm say Để rồi, ngất ngây!!! ",Thì Thầm Mùa Xuân
"Mỹ Tâm,Trịnh Việt Cường","Bài Hát: Gặp Em Trên Phố - Mỹ Tâm, Trình Việt Cường  Chiều nay gặp em trên phố Tóc xanh một đóa hoa cài Dạo chơi nhịp chân đây đó Áo em tựa mây trắng bay Chiều nay gặp em trên phố Gió lay làn tóc buông dài Bỗng nghe vàng lá thu bay Bỗng nghe một thoáng mê say  Gặp em trên phố cớ sao bồi hồi Tình tôi như đã vấn vương người ơi Làm sao tôi nói hết câu chuyện lòng Làm sao em biết có tôi chờ mong Ước gì mình là lá thu vàng rơi Ước gì mình là áng mấy chiều rơi Ước gì mình là bướm hay là hoa Ước gì tình đẹp mãi trong lòng ta  Chiều nay gặp em trên phố Tuổi xuân vừa mới trăng đầy Cười vui hồn nhiên thơ ngây Khiến cho lòng ai đắm say Chiều nay gặp trên phố Thướt tha một dáng trang đài Bỗng nghe vàng lá thu bay Bỗng nghe một thoáng mê say ",Gặp Em Trên Phố
Mỹ Tâm,Bài hát: Nụ Tình - Mỹ Tâm  Tình vẫn vui như nụ hoa em không tàn Tình vẫn êm khi chiều vàng khi nắng xanh Vẫn yêu yêu ngàn năm không chia lìa Còn có nhau nuôi một nụ hoa trắng tinh Nụ hoa trắng không tên mới nở trong em rất hiền Khi tình yêu mơ ước đã sinh ra Nụ hoa sáng lung linh Có tinh anh hoa bỗng xinh Anh về cho hoa trắng thêm trắng trong Em đang nuôi nụ hoa bé trong tim mình Nụ mong manh cần hơi ấm anh Ước gì hoa không phai để em giữ cơn mơ dài Tình yêu trắng sẽ ru nụ hoa còn mãi Tình vẫn vui như nụ hoa em không tàn Tình vẫn êm khi chiều vàng khi nắng xanh Vẫn yêu yêu ngàn năm không chia lìa Còn có nhau nuôi một nụ hoa trắng tinh Mình sẽ yêu cho nụ hoa không u buồn Mình sẽ yêu cho lòng hiền không vấn vương Sẽ yêu yêu ngàn năm không chia lìa Cùng với nhau ươm nụ tình thơm giấc mơ ,Nụ Tình
Mỹ Tâm,- Hiện chưa có lời bài hát nào cho Lời Mở Đầu do ca sĩ Mỹ Tâm trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ,Lời Mở Đầu
Mỹ Tâm,"Bài hát: Bài Tình Ca Màu Xanh - Mỹ Tâm  Trong đêm khuya muôn vì sao lấp lánh Chợt một câu hát xao xuyến quanh ta ơi Câu tình ca bao năm qua như màu xanh trên áo Cuộc đời êm ái khi chiến tranh qua Tiếng ca còn thiết tha vì cuộc đời còn bao ý thơ Đường mình về còn xanh ước mơ dẫu qua bao nhiêu đèo cao suối sâu.  Nay em đi qua hàng cây xanh lá Đời dài ghi dấu bao chiến công xưa Lưu danh người xưa quê hương ơi Yêu màu xanh trên áo Chuyện ngày xưa đó trong tiếng bom rơi Vẫn vang vọng tiếng ca người chờ người thời gian lá khô Để một ngày đời xanh ước mơ Đã qua bao nhiêu rừng sâu núi cao.  Đêm nay khi nghe ai hát lên bài tình ca Ta vui vì biết tình yêu không già Đêm nay bâng khuâng ai hát vang bài tình ca Trong ta còn nghe cây đời xanh lá Một bài tình ca thời chiến tranh Một thời vượt qua ngàn khói bom, xanh mãi.  Đêm nay khi nghe ai hát lên bài tình ca Bâng khuâng từ những tình yêu quê nhà Hôm nay con tim vang mãi bao lời tình ca Trong ta nào quên bao ngày gian khó Một thời bình yên và chiến tranh Một bài tình ca từ trái tim Tháng năm còn mãi xanh. ",Bài Tình Ca Màu Xanh
Mỹ Tâm,Bài hát: Saigon Tuyệt Vời - Mỹ Tâm  Bước chân nhẹ nhàng Em thơ dịu dàng Cùng tôi đi dạo nơi nơi phố xá  Tiếng mưa khẽ rì rào Ướt vai em màu hoa tím ngọt ngào Chốn thân *** giữa con phố người người bước chân qua Làn mây trắng hiền hòa và con diều êm  Lãng du chiều hồng Gió say bềnh bồng Tựa vai nhau nhìn trăng sao lấp lánh  Bước trên lối đường về phố thênh thang Từng quán nước rộn ràng sáng lung linh Những đôi lứa hẹn hò vẫn quanh đây Tìm hạnh phúc tràn đầy Cùng men rượu say  Sài Gòn tuyệt vời bạn nhé Biết bao niềm vui hòa vào dòng người khắp muôn nơi Từng nụ cười chào đón trên môi Vai kề vai Trong nắng mai  Sài Gòn tuyệt vời bạn nhé Ước mơ tuổi xanh Là ngọn đèn sưởi ấm trong tim mình Là hòn ngọc rực sáng luôn thanh bình Ta cùng nhau Luôn mãi yêu Sài Gòn ,Saigon Tuyệt Vời
"Mỹ Tâm,Tuấn Hưng","- Hiện chưa có lời bài hát nào cho Một Chuyện Tình (Live) do ca sĩ Mỹ Tâm , Tuấn Hưng trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Một Chuyện Tình (Live)
Mỹ Tâm,Bài hát: Những Cánh Én Mùa Xuân - Mỹ Tâm  Ngồi bên nhau lắng nghe xuân về ngồi bên nhau đón xuân huy hoàng nhìn đàn chim vút bay trên ngàn người yêu ơi còn nhớ ngồi bên nhau dưới trăng mơ màng ngồi bên nhau ngắm sao trên trời giờ nhìn anh hé môi em cười người yêu ơi còn nhớ  những cánh én chao nghiêng mùa xuân những cánh én đưa tin tình yêu người yêu ơi mùa xuân tới người yêu ơi có hay những cánh én chao nghiêng mùa xuân những cánh én đưa tin tình yêu người yêu ơi nhạc muôn lối mùa xuân ơi ngất ngây  một mùa xuân đắm say cho đời một tình yêu sẽ không phai tàn để mùa xuân mãi luôn trong lòng tình yêu ta đẹp mãi! ,Những Cánh Én Mùa Xuân
Mỹ Tâm,- Hiện chưa có lời bài hát nào cho No meame do ca sĩ Mỹ Tâm trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ,No meame
Mỹ Tâm,"Bài hát: Hạt Mưa Rơi Bao Lâu - Mỹ Tâm  Khi yêu người em không biết bên kia mặt trời là bóng tối Em không biết trái tim mình rực rỡ như ngọc sáng Và mong manh như sương chiều.  Vì dẫu những người yêu nhau Hôn nhau rồi ngoảnh mặt rồi đi vào những nẻo đời thăm thẳm Rồi đi vào cõi chết.  Khi bừng nở dưới mặt trời em không biết Ngày mai người ta chôn sống trái tim mình Phủ đất đen lên trên ánh sáng.  Phủ bóng tối lên những ước mơ Em vẫn còn yêu còn bao nhiêu ngày để yêu người Hạt mưa rơi bao lâu, hạt mưa rơi bao lâu? ",Hạt Mưa Rơi Bao Lâu
Đỗ Mỹ Tâm,- Hiện chưa có lời bài hát nào cho Cô Gái Nơi Bến Tàu do ca sĩ Đỗ Mỹ Tâm trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ,Cô Gái Nơi Bến Tàu
"Củng Lệ Phương,Đỗ Mỹ Tâm","- Hiện chưa có lời bài hát nào cho Cô Gái Nơi Bến Tàu do ca sĩ Củng Lệ Phương , Đỗ Mỹ Tâm trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Cô Gái Nơi Bến Tàu
"Mỹ Tâm,Tuấn Hưng","- Hiện chưa có lời bài hát nào cho Một Ngày Yêu do ca sĩ Mỹ Tâm , Tuấn Hưng trình bày. Bạn có thể click vào đây để đăng lời cho bài hát này. ",Một Ngày Yêu
Mỹ Tâm,"Bài Hát: Bay Lên Cùng Những Vì Sao - Mỹ Tâm  Ta bay lên cùng đến những vì sao Bầu trời xanh ước mơ xanh trong tầm tay Bay lên bay lên cùng đến những vì sao Không gian bao la cùng khát vọng loài người Ta tay trong tay hát vang người hỡi Trong ta niềm khát khao cùng bay cao Bay lên cao cùng ánh sao hòa bình Ta mơ trong tim người mãi mãi yêu nhau Hòa vào ngàn tiếng hát cùng bay lên Bầu trời thật bao la cùng triệu vì sao xa Để ta ước mơ mãi trong đời Bay lên trời cao bay tìm cánh sao của em Hòa vào ngàn tiếng hát cùng bay lên Dù từng mùa đông qua, dù là vì sao xa Lòng ta mãi yêu mãi yêu em Bay lên cùng em yêu muôn vì sao ",Bay Lên Cùng Những Vì Sao
Mỹ Tâm,"Bài Hát: Thành Phố Tình Yêu Và Nỗi Nhớ - Mỹ Tâm  Có từ bao giờ hàng me xanh ngát Mà nay đứng đó cho em làm thơ Con đường ta qua đến nay bao tuổi Em qua trăm buổi em là ngàn lần Mà sao bối rối khi cầm tay nhau  Em ơi hãy lắng nghe Em ơi hãy lắng nghe, nghe thành phố thở Bằng tiếng sóng vỗ dưới những thân tàu Bằng hương rừng già trên vai bộ đội Bằng hương đồng nội thanh niên xung phong Bằng những tấm lòng chờ mong, chờ mong Em ơi hãy lắng nghe Em ơi hãy lắng nghe, nghe thành phố thở Bằng đôi chim nhỏ bay giữa bầu trời Bằng bao nụ cười nghiêng nghiêng chờ đợi Bằng hoa phượng đỏ thương ai trao ai Yêu lắm cuộc đời ta xây tương lai  Dù nơi chiến trường xa nhiều gian khổ Vẫn đập trong lòng trái tim thành phố Như là cuộc sống như là tình yêu và nỗi nhớ Suốt đời, suốt đời mang theo  ",Thành Phố Tình Yêu Và Nỗi Nhớ
